name,image_url,rating_star,ratings,reviews,processor,ram,operating_system,rom,display,warranty,actual_price,discount_price,discount
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,"9,456 Ratings",820 Reviews,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹78,189","₹48,990",37% off
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,"4,960 Ratings",529 Reviews,Intel Core i3 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹57,499","₹34,990",39% off
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/z/p/-original-imahdhc7tygd5ntz.jpeg?q=70,3.9,"1,675 Ratings",180 Reviews,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,128 GB SSD,29.46 cm (11.6 inch) Display,1 Year Warranty,"₹32,990","₹14,870",54% off
Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/f/c/-original-imahd3zwben2yanx.jpeg?q=70,3.8,234 Ratings,19 Reviews,MediaTek MediaTek Kompanio 528 Processor,4 GB LPDDR4X RAM,Chrome Operating System,29.46 cm (11.6 Inch) Display,29.46 cm (11.6 Inch) Display,1 Year Carry-in Warranty,"₹37,690","₹10,499",72% off
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/z/p/-original-imahdhc7tygd5ntz.jpeg?q=70,3.9,"1,675 Ratings",180 Reviews,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,29.46 cm (11.6 inch) Display,1 Year Warranty,"₹35,999","₹17,990",50% off
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,"3,614 Ratings",279 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Domestic Warranty,"₹43,000","₹24,990",41% off
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/z/p/-original-imahdhc7tygd5ntz.jpeg?q=70,3.7,944 Ratings,102 Reviews,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,29.46 cm (11.6 inch) Display,1 Year Warranty,"₹33,399","₹15,990",52% off
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Ch...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/f/c/-original-imahd3zwben2yanx.jpeg?q=70,3.9,440 Ratings,39 Reviews,MediaTek Kompanio 520 Processor,4 GB LPDDR4X RAM,Chrome Operating System,29.46 cm (11.6 Inch) Display,29.46 cm (11.6 Inch) Display,1 Year Carry-in Warranty,"₹16,298","₹9,499",41% off
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/f/x/-original-imahcd99qffuxkmz.jpeg?q=70,4.3,"2,000 Ratings",159 Reviews,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"₹44,999","₹28,990",35% off
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 4...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/a/e/-original-imahcd8gaexzeczq.jpeg?q=70,4,719 Ratings,56 Reviews,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"₹74,990","₹37,990",49% off
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/v/2/-original-imahcd9j4x8fbg8j.jpeg?q=70,4.4,376 Ratings,42 Reviews,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,Windows 11 Operating System,1 TB SSD,Microsoft Office Home & Student 2021,1 Year Carry-in Warranty,"₹1,14,690","₹70,990",38% off
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402 Ratings,32 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"₹66,999","₹40,990",38% off
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71074WS...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/4/d/-original-imahegzghrn9yyvh.jpeg?q=70,4.1,641 Ratings,79 Reviews,Intel Core i3 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,"Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)",1 Year Onsite Warranty,"₹74,990","₹36,490",51% off
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/z/d/-original-imahcd9nrwe6hpet.jpeg?q=70,3.9,"2,677 Ratings",214 Reviews,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"₹32,999","₹21,990",33% off
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,"9,456 Ratings",820 Reviews,Intel Core i5 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹82,789","₹50,990",38% off
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60343WS ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/n/o/-original-imahegzgbtrtbeqm.jpeg?q=70,4.1,641 Ratings,79 Reviews,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,"Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)",1 Year Onsite Warranty,"₹69,990","₹34,490",50% off
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,Office Home 2024,1 Year Onsite Warranty,"₹93,490","₹57,990",37% off
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10 Ratings,0 Reviews,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1 Year Onsite Warranty,"₹92,990","₹67,990",26% off
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0668TU Thin and Lig...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/7/i/-original-imahdvrt3ar5vdgg.jpeg?q=70,4,267 Ratings,17 Reviews,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,MS Office Home 2024 + MISC PC Game Pass DA 3M,1 Year Onsite Warranty,"₹56,963","₹33,990",40% off
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ2325WS Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/j/z/-original-imahcd9nqjz6d3dp.jpeg?q=70,4.2,650 Ratings,53 Reviews,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Microsoft Office Home 2024 + Microsoft 365 Basic,1 Year Onsite Warranty,"₹56,990","₹35,990",36% off
DELL 14 Next Gen AI PC Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2in1 2 in ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/d/y/-original-imahekvhbkhacyxf.jpeg?q=70,,,,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,02,859","₹84,990",17% off
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242 Ratings,37 Reviews,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,Office Home 2024,1 Year Onsite Warranty,"₹93,690","₹54,990",41% off
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/u/v/-original-imahcd9cqb2hnpus.jpeg?q=70,4.3,"1,553 Ratings",117 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹89,999","₹57,990",35% off
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/t/b/-original-imahcd999rpcg3cj.jpeg?q=70,4.3,"1,376 Ratings",82 Reviews,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"₹86,990","₹63,990",26% off
Lenovo V15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/p/v/v15-g4-thin-and-light-laptop-lenovo-original-imahasn4skjzwefy.jpeg?q=70,4.2,"1,507 Ratings",140 Reviews,AMD Ryzen 5 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Brand Warranty,"₹60,000","₹33,990",43% off
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402 Ratings,32 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"₹66,999","₹40,990",38% off
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,"9,456 Ratings",820 Reviews,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹78,189","₹48,990",37% off
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,"4,960 Ratings",529 Reviews,Intel Core i3 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹57,499","₹34,990",39% off
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/e/6/-original-imahcd99hmhfghys.jpeg?q=70,4.3,"6,731 Ratings",492 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1-year warranty,"₹54,990","₹35,990",34% off
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/6/p/-original-imah3yhqcgjtxfhw.jpeg?q=70,3.9,229 Ratings,28 Reviews,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹32,890","₹24,250",26% off
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,"3,614 Ratings",279 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Domestic Warranty,"₹43,000","₹24,990",41% off
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,Office Home 2024,1 Year Onsite Warranty,"₹93,490","₹57,990",37% off
ASUS Expertbook P1 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S70611W...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/r/v/-original-imahehnheatbqzyr.jpeg?q=70,4.3,619 Ratings,63 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,"Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)",1 Year Onsite Warranty,"₹89,990","₹50,990",43% off
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/k/d/-original-imahb2kbf2zdan3z.jpeg?q=70,4.1,"1,422 Ratings",127 Reviews,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,"₹56,999","₹34,490",39% off
HP 15 Intel Celeron Dual Core 12th Gen -N4500 - (8 GB/256 GB SSD/Windows 11 Pro) 250 G9 Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/z/o/250-g9-laptop-hp-original-imahczfnxwzvecxj.jpeg?q=70,4.2,30 Ratings,5 Reviews,Intel Celeron Dual Core Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,Domestic,"₹30,861","₹23,490",23% off
Lenovo IdeaPad Slim 5 13th Gen Intel Core i5-13420H WUXGA IPS Intel Core i5 13th Gen - (16 GB/512 GB S...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/q/f/-original-imahcd9ctzw4y6me.jpeg?q=70,4.1,123 Ratings,7 Reviews,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"₹73,990","₹56,990",22% off
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10 Ratings,0 Reviews,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1 Year Onsite Warranty,"₹92,990","₹67,990",26% off
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242 Ratings,37 Reviews,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,Office Home 2024,1 Year Onsite Warranty,"₹93,690","₹54,990",41% off
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/2/1/-original-imahcd9jfzdtc8he.jpeg?q=70,4.3,67 Ratings,4 Reviews,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹69,990","₹40,990",41% off
"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, A-Part Metal Body, Intel Core i5 13th Ge...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/j/b/-original-imahefyfm4kpc6u2.jpeg?q=70,4.1,22 Ratings,3 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1 Year Onsite Warranty,"₹86,990","₹61,990",28% off
DELL 14 Next Gen AI PC Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2in1 2 in ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/d/y/-original-imahekvhbkhacyxf.jpeg?q=70,,,,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,02,859","₹84,990",17% off
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16 Ratings,1 Reviews,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹77,507","₹65,990",14% off
Samsung Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/y/w/-original-imahcd9kpfka6ch8.jpeg?q=70,4.4,"3,132 Ratings",211 Reviews,Intel Core i7 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹89,689","₹61,490",31% off
ASUS Expertbook P1 Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60940W...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/w/e/-original-imahehnhqmgug8hz.jpeg?q=70,4.2,160 Ratings,23 Reviews,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,"Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)",1 Year Onsite Warranty,"₹1,29,990","₹66,990",48% off
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK322...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/n/e/-original-imahcd9mqpcdapph.jpeg?q=70,4.4,"4,148 Ratings",452 Reviews,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹61,990","₹34,990",43% off
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/n/3/-original-imah2y2teghzh7xe.jpeg?q=70,4.2,"1,191 Ratings",81 Reviews,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year",1 Year Onsite Warranty,"₹52,990","₹39,990",24% off
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/m/l/-original-imahcd9zt99rekjd.jpeg?q=70,4.1,592 Ratings,83 Reviews,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"₹44,990","₹27,000",39% off
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/f/1/-original-imahcd9mbpxz8c3z.jpeg?q=70,4.3,327 Ratings,26 Reviews,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,"My Dell (Dell Power Manager,Dell Support Assist)",1 Year Onsite Warranty,"₹56,919","₹39,990",29% off
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/1/6/-original-imahcd9bcbar9yqj.jpeg?q=70,4.4,289 Ratings,29 Reviews,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹52,990","₹40,990",22% off
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1400CKA-NK0488 ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/w/e/cx1400cka-ek0266-thin-and-light-laptop-asus-original-imagszag4uykrb6x.jpeg?q=70,4.1,69 Ratings,5 Reviews,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome Operating System,35.56 cm (14 Inch) Display,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,,"₹32,990",
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,"9,456 Ratings",820 Reviews,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹78,189","₹48,990",37% off
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,"4,960 Ratings",529 Reviews,Intel Core i3 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹57,499","₹34,990",39% off
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/e/-original-imahcd9jz6sk6rd8.jpeg?q=70,4.2,791 Ratings,59 Reviews,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,"₹78,590","₹48,990",37% off
